data_name,data_name_kr,acronym,dtype,category,org,access,spatial,temporal,temporal_res,volume,instruments,params,fmt,usage,availability,notes,freq,reuse,priority,report_list
Aquatic Ecosystem Health Survey,수생태계 건강성 조사 데이터,N/A,field_measurement,biological,K-water (K-water/Koentech),field_collection,Gohyeoncheon stream (10 points),2019.09 - 2020.05,2 rounds (Pre/Post-monsoon),10 survey points,"Suber sampler, Cast net, Kick net, GPS","Species composition of attached diatoms, benthic macroinvertebrates, and fish",Not in source,"Used to calculate TDI, BMI, and FAI to assess stream health.",internal_only,Followed Ministry of Environment's aquatic ecosystem survey guidelines.,1,Low,Optional,보현산댐 고현천 하천환경조사 및 건강성 제고방안 연구_2021.02.10_보현산댐 고현천 하천환경조사.pdf.pdf
Gohyeoncheon Transverse Structure Survey,고현천 횡구조물 조사,N/A,field_measurement,GIS,K-water / Busan Regional Office of Construction and Management,field_collection,Gohyeoncheon stream,2019.09 - 2019.10,One-time,31 transverse structures (weirs),"GPS, Distance measuring device","Weir dimensions (length, height), location (coordinates), water usage status, fishway presence",Not in source,Analyzed connectivity and proposed weir improvements (removal or fishway installation).,internal_only,Includes 27 existing weirs and 4 additional ones found.,1,Low,Optional,보현산댐 고현천 하천환경조사 및 건강성 제고방안 연구_2021.02.10_보현산댐 고현천 하천환경조사.pdf.pdf
National Statistics and Administrative Data,국가통계 및 행정자료,N/A,administrative,ecology,"Yeongcheon City, Ministry of Environment",literature_cited,Yeongcheon-si,2010-2019,Annual,Not in source,Not in source,"Livestock status, sewage statistics, environmental impact assessment history",Paper/Digital form,Used for watershed environment analysis and source tracing.,open,Secondary data used for background context.,1,Low,Optional,보현산댐 고현천 하천환경조사 및 건강성 제고방안 연구_2021.02.10_보현산댐 고현천 하천환경조사.pdf.pdf
Ecological Bank,에코뱅크,Eco-Bank,DB_system,ecology,국립생태원,public_portal,영산강·섬진강 대권역,Not in source,Periodic,119개 습지 정보,Not in source,"습지 분포, 습지보호지역 위치, 동식물 생태 정보",Not in source,우수 습지생태계 보전 및 생태계거점 보전관리방안 수립,open,"정읍 월영습지, 순천 동천하구 등 습지 분포도 제공",1,Low,Optional,"영산강, 섬진강, 제주권 자연성 회복 구상(안) 마련을 위한 연구용역_2022.02.14_자연성회복.pdf.pdf"
K-water Satellite Information Management System,K-water 위성영상 관리시스템,K-SIMS,remote_sensing,satellite imagery,K-water,internal_DB,영산강·섬진강 유역,2021년 기준,Periodic,Not in source,Not in source,"수문인자, 가뭄지수, 접경댐수위, 수질감시, 하구연안, 하천경관",Imagery (GIS),주암댐 상류 등 시범사업 대상지의 지형 및 토지이용 상태 확인,internal_only,위성영상 검색 및 산출물 현황 조회 기능 포함,1,Low,Optional,"영산강, 섬진강, 제주권 자연성 회복 구상(안) 마련을 위한 연구용역_2022.02.14_자연성회복.pdf.pdf"
Climate Crisis Perception Survey,기후위기 인식 및 노출 정도 설문조사,N/A,survey,social_perception,K-water (한국수자원공사),field_collection,national,2021.09,one-time,"일반인 500명, K-water 내부 구성원 386명",SPSS Statistics,"기후위기 인지도, 심각성 인지, 역할 인식, 노출 정도, 상호지향성 지표",Not in source,일반 국민과 공사 내부 구성원 간의 기후위기 인식 차이를 분석(상호지향성 분석)하기 위해 직접 수집됨,internal_only,7점 척도를 활용한 정량 분석 데이터,1,Low,Optional,K-water 기후위기관리평가체계 구축방안 연구_2023.02.13_K-water 기후위기관리평가체계 구축방안 연구.pdf.pdf
All-range Microwave Water Surface Current Meter Field Data,평갈수용 전자파표면유속계 측정 데이터,AMWSCM,field_measurement,streamflow,K-water,field_collection,"Yongdam Dam Watershed, Cheoncheon Site",,event-based (15:10 measurement referenced),Not in source,AMWSCM (Electronic Surface Velocimeter),"Surface velocity, discharge",Not in source,Referenced historical measurement results to update uncertainty calculation methods from ISO 748 (1997) to (2007) standards.,internal_only,Portable velocimeter developed by K-water in 1999/2010.,1,Low,Optional,비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정_2025.02.10_비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정.pdf.pdf
Towing Tank Precision Experiment Data,국립수산과학원 견인수조 정밀실험 데이터,N/A,lab_analysis,streamflow,National Institute of Fisheries Science (NIFS),field_collection,Lab experiment (Towing Tank),"2011, 2012, 2023, 2024",Experimental samples,Velocity range 0.03 to 2.0 m/s,"Towing Tank, OTT SVR 100, AMWSCM, SAMWSCM","Instrument velocity, trolley velocity (reference), vertical angle, measurement time",Not in source,"Used to determine elemental uncertainties (Type A and Type B) related to vertical angles, measurement time, and speed ranges.",restricted,Precision validation experiments conducted at the National Institute of Fisheries Science facility.,1,Low,Optional,비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정_2025.02.10_비접촉식 하천자동유량측정장치에 대한 유량측정불확도 산정.pdf.pdf
Drought Basic Survey System Data,가뭄기초조사 시스템 자료,N/A,administrative,hydrological,환경부 / 국가가뭄정보분석센터,internal_DB,national,Not in source,periodic,Not in source,가뭄정보분석시스템,"취수장/정수장 시설용량, 가동상태, 일평균 유입량 등","Excel, DB",상수도통계와 중복되는 항목 분석 및 입력 시스템 개선 사례(엑셀 업로드)로 참조,restricted,상수도통계와 유사 항목이 많아 데이터 일관성 확보가 필요한 대상,1,Low,Optional,상수도통계 개선 및 활용성 강화방안 연구_2023.02.13_상수도통계 개선 및 활용성 강화방안 연구.pdf.pdf
National Water Quality Monitoring Network,국가 수질측정망,N/A,water_quality,water_quality,Ministry of Environment,public_portal,"Seomjingang Dam 1, 2, 3 points",2014-2023,4 times/year,3 points in reservoir,Not in source,"pH, TOC, SS, DO, T-P, T-N, Chl-a",Not in source,Baseline analysis of long-term water quality trends in Okjeong Reservoir.,open,Primary monitoring data for verifying environmental standards.,1,Low,Optional,옥정호 녹조발생 원인조사 및 대책연구_2026.02.10_옥정호 녹조발생 원인조사 및 대책 연구.pdf.pdf
Soyang Lake Water Quality Load Data,소양호 부하량 데이터,N/A,water_quality,sediment,K-water,literature_cited,Soyang Lake (Inflow and Discharge points),2005–2019,Annual average,15 years of records,Sampling and lab analysis,"SS (Suspended Solids) load, TP (Total Phosphorus) load, sedimentation rate",Not in source,Used to verify the dam's function in minimizing turbid water impact on downstream areas.,unclear,Calculated SS sedimentation rate at 64.8% and TP at 42.4%.,1,Low,Optional,소양강댐 주변지역 사회적 가치 창출방안_2021.02.10_소양강댐 주변지역 사회적가치.pdf.pdf
Wire Rope Non-Destructive Testing Data,와이어로프 비파괴 검사 데이터,MRT,field_measurement,other,K-water,field_collection,남강댐 제수문 및 권양설비,2021–2022,one-time,Not in source,"자기 로프 검사 장비 (Magnetic Rope Test), 버니어캘리퍼스","국부 손상(LF), 단면적 감소(LMA), 와이어 직경","Signal processing data (LF, LMA)",육안으로 확인이 어려운 와이어로프 내부 단선 및 부식 상태를 정량적으로 평가,internal_only,수문 운영 안정성 진단을 위한 신규 도입 항목,1,Low,Optional,수문설비 진단기술도입 연구_2023.02.13_수문설비 진단기술도입 연구.pdf.pdf
Municipal Water Supply and Operation Performance Data,지자체 지방상수도 시설별 운영 실적자료,N/A,administrative,water level,"환경부 (Ministry of Environment), K-water",literature_cited,national,2017–2021,monthly,60 records per municipality,Not in source,"정수공급량, 광역상수도 수입량, 지방정수장 공급실적",Not in source,과거 물이용 패턴 도출 및 물수급 분석 적용 결과 비교를 위한 종속변수로 활용,open,지방상수도 시설의 운영 실적을 포함하며 시군별 물이용 주기성 파악에 용이함,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Multi-regional Water Supply Performance Data,광역상수도 공급실적자료,N/A,DB_system,streamflow,K-water,internal_DB,national,1991–2021,monthly,30 years of records,Not in source,월별 공급실적,Not in source,지자체별 운영 실적자료의 적정성 확인 및 월별 공급패턴 산정,internal_only,지자체 기준이 아닌 취수원 단위로 구분되어 있어 자료 적정성 비교용으로 활용,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
River Experiment Center Measurement Data,안동하천실험센터 실측자료,N/A,field_measurement,streamflow,한국건설기술연구원 (KICT),field_collection,안동하천실험센터,2023.06.20–2023.06.22,event-based,Not in source,"에디공분산시스템, H-ADCP, ADCP, CSAT3, LI-7200RS","증발량, 침투량, 유속, 풍속, CO2/H2O 농도",Not in source,"하천 유하 중 발생하는 손실(증발, 침투)을 실증적으로 검증",restricted,실규모 하천실험을 통한 이론식과 실측값 비교 검증,1,Low,Optional,국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술_2024.02.13_국가 물수급 분석 고도화를 위한 생공용수 수요패턴 및 하천 물순환 분석기술.pdf.pdf
Hapcheon Reservoir Floating Solar Database,합천호 수상태양광 데이터베이스,N/A,DB_system,ecology,K-water (한국수자원공사),internal_DB,합천호,2011–2021,one-time,10여 년 관찰 데이터,IoT 센서,"안정성, 환경성 영향",Not in source,10여 년 이상의 안정성과 환경성 영향을 관찰하여 데이터베이스로 구축된 사례로 언급됨,internal_only,주민참여형 민관투자사업(PPP) 방식으로 설치된 설비의 데이터,1,Low,Optional,동남아시아 지역 수상태양광 시장 진출 전략 연구_2024.02.13_동남아시아 지역 수상태양광 시장 진출 전략 연구.pdf.pdf
Indonesia Renewable Energy Status Table,인도네시아 전체에너지원 중 신재생 에너지원별 설비현황,N/A,administrative,other,인도네시아 전력공사(PLN),literature_cited,인도네시아,2020,one-time,"7,992MW",Not in source,"수력, 지열, 소수력, 바이오, 풍력, 태양광 설비용량",Table,인도네시아의 신재생에너지 시장 현황 및 에너지원별 비중 분석에 활용,open,2020년 기준 인도네시아 전력 설비 데이터,1,Low,Optional,동남아시아 지역 수상태양광 시장 진출 전략 연구_2024.02.13_동남아시아 지역 수상태양광 시장 진출 전략 연구.pdf.pdf
Chlorine ion penetration profile of Sihwa tidal power plant structure,시화조력발전소 구조물 콘크리트 염소이온 침투 프로파일,N/A,field_measurement,sediment,K-water,field_collection,시화조력발전소 해양환경시험장,2020,one-time,시화조력발전소 시공 시 제작된 시험체,KS F 2713 (염화물 분석시험 방법),"수용성 염화물 함유량, 산-가용성 염화물 함유량, 염소이온 확산계수",Not in source,시화조력발전소 구조물의 잔존 내구수명 예측 및 100년 내구수명 확보 점검을 위한 기초 자료로 활용,internal_only,1차년도(2020년) 연구에서 수집 및 분석됨,1,Low,Optional,염분침투 특성을 고려한 해양 콘크리트 구조물 잔존수명 예측_2022.02.14_염분침투 특성.pdf.pdf
Chlorine ion penetration profile in the Nakdong River Estuary barrage,낙동강하굿둑 염소이온 침투 프로파일,N/A,field_measurement,sediment,K-water,field_collection,"낙동강하굿둑 좌안 Pier 6 (비말대, 간만대)",2021-05-26,event-based,"코어 시편 7개 (비말대 4개, 간만대 3개)","코어채취기(φ100), 철근탐지기, KS F 2713","수용성 염화물 함유량, 산-가용성 염화물 함유량, 표면 염소이온 농도 증가 속도, 평균 확산계수",Not in source,낙동강하굿둑 구조물의 실제 염분 침투 특성 확인 및 잔존 내구수명 예측 모델링에 활용,internal_only,2차년도(2021년) 핵심 수집 데이터,1,Low,Optional,염분침투 특성을 고려한 해양 콘크리트 구조물 잔존수명 예측_2022.02.14_염분침투 특성.pdf.pdf
Ara Waterway Durability Design Data,아라뱃길 내구성 설계자료,N/A,literature,other,K-water,internal_DB,"경인아라뱃길 제1공구 (인천터미널, 서해갑문 등)",Not in source,one-time,"케이슨, 상치 및 프리캐스트 안벽 설계 데이터","설계도면, 공사지","환경지수(ET), 내구지수(DT), 콘크리트 배합비, 피복두께, 목표 내구연한(65년)",Not in source,아라뱃길 구조물의 내구수명 검토 및 해양구조물 내구수명 확인 방안 도출을 위한 비교 자료로 활용,internal_only,기존 설계 및 시공 자료를 재분석함,1,Low,Optional,염분침투 특성을 고려한 해양 콘크리트 구조물 잔존수명 예측_2022.02.14_염분침투 특성.pdf.pdf
Ecological Status Survey,생태환경 조사자료,N/A,biological,ecology,보은군,literature_cited,보은읍 내 계획소하천 양안,05 ~ 2016. 12,3 times (seasonal),Not in source,"쌍안경, 필드스코프, 투망, 족대, Surber 망","식물상, 포유류, 조류, 양서·파충류, 육상곤충, 저서성 대형무척추동물, 어류",Not in source,중초천 유역 내 소하천들의 수생태 및 육상생태 현황 파악,restricted,보은군 소하천정비종합계획 보고서의 조사 결과를 인용함,1,Low,Optional,대청댐 상류 오염원 저감 및 물환경 개선방안 연구_2021.02.05_대청댐 상류 오염원 저감.pdf.pdf
